,N/A (Born in the US),,,,,,,Before 1950,,,,,,,1950 - 1959,,,,,,,1960 - 1969,,,,,,,1970 - 1979,,,,,,,1980 - 1989,,,,,,,1990 - 1999,,,,,,,2000 - 2009,,,,,,,2010 or later,,,,,,
,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate
not_us_citizen,0,0,0,0,0,0,0,143,0,0,0,13,0,0,99,47,0,27,13,0,0,628,251,26,183,12,61,0,2880,520,159,563,285,32,0,5514,1969,754,1132,668,53,0,11105,6005,509,3337,1043,262,0,13380,6140,734,3128,792,292,0,6651,1712,142,1152,451,135,21
-> Mexicano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,181948,23899,3032,19856,8190,795,124,310,0,0,27,0,0,0,1084,246,61,120,0,12,0,4347,1020,257,280,441,86,0,11652,3059,1047,1434,606,99,27,16309,8498,2134,3011,2192,265,0,12635,9260,2699,3360,3131,427,26,12876,9477,1968,3928,3096,554,27,6822,2624,239,1164,1693,306,20
not_us_citizen,0,0,0,0,0,0,0,261,0,0,0,0,0,0,359,119,0,21,0,0,0,2173,112,26,73,45,45,7,7672,748,264,542,139,0,0,22270,5445,623,1912,782,108,0,50838,21491,2674,4772,3257,495,0,68774,38552,3828,9206,5629,665,48,27995,12971,1017,3291,5601,1025,30
-> Chicano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,25813,8701,2979,8345,4364,1864,342,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,76,0,0,0,24,0,102,0,0,34,23,0,0,215,54,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,11,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,18,14,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,27,0,0,0,17,0,0,0,34,0,0
-> Mexican American Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,108470,33691,9633,47455,27244,5585,511,25,17,0,11,20,0,5,155,70,31,61,43,19,0,286,59,71,230,182,0,15,711,270,51,279,239,194,0,534,407,130,512,510,73,22,143,229,95,431,516,113,0,380,163,0,215,149,33,0,271,0,0,39,14,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,116,0,0,49,0,0,0,336,37,8,77,49,13,0,1032,187,55,108,167,13,0,2328,1134,135,435,207,68,0,2398,979,107,484,263,38,0,1648,237,6,210,273,73,8
-> Mexican State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,144462,36840,5560,41559,19656,3196,149,75,0,11,111,0,0,0,1254,335,32,207,264,91,0,3330,1129,85,607,436,128,0,10592,2837,360,1906,971,196,57,12036,4128,1179,2710,2140,404,66,7081,5695,687,3371,2118,443,0,4450,3490,282,2011,1384,303,69,2436,471,17,420,316,17,0
not_us_citizen,0,0,0,0,0,0,0,86,0,0,0,0,0,0,339,0,0,39,0,0,0,1955,519,14,36,45,0,0,9053,1232,474,468,205,59,41,20699,5052,561,2573,1198,113,0,45385,16193,1242,6489,2993,267,8,52353,23227,1588,8515,3830,367,50,21586,7974,559,2524,2351,389,0
-> Mexican Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,23454,9942,2573,10354,5067,1044,120,25,12,0,0,39,0,0,41,78,0,28,54,0,33,120,49,0,50,69,0,0,354,69,0,124,105,32,0,178,123,98,214,165,58,4,400,121,21,64,197,56,0,57,205,0,31,35,12,11,67,65,0,108,0,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,73,0,31,0,0,0,240,73,36,18,0,0,0,680,104,68,22,40,0,0,1274,179,18,322,207,33,0,1106,251,78,85,24,0,0,718,128,0,46,68,114,0
-> Costa Rican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,22195,3619,664,8044,7549,2416,267,16,32,0,13,0,14,0,178,252,0,316,71,95,27,803,879,172,699,849,311,16,831,1260,157,1059,1193,354,21,1080,1738,178,1483,1717,414,27,1068,2053,482,2835,2312,646,88,1398,1637,201,1413,1768,502,69,1061,138,135,124,267,125,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,12,0,0,12,0,0,123,212,8,134,71,5,0,177,225,58,53,248,26,0,549,233,91,245,59,117,0,1648,1860,262,1159,810,137,53,3072,3122,535,1828,1189,146,88,2282,1996,205,755,1590,1080,81
-> Guatemalan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,320033,34625,3112,48513,27117,4587,229,68,70,0,0,78,95,0,404,295,25,190,138,191,26,2696,1510,259,1503,1305,207,9,10809,5372,1051,3712,3935,718,134,23473,12112,2924,9554,8460,1704,260,16604,13278,2261,11384,7987,1214,60,29872,7847,784,5948,3869,688,55,6623,2258,116,1526,819,62,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,60,0,21,0,0,0,736,415,9,106,197,0,0,4731,1462,226,708,393,101,0,27664,8421,914,3660,3471,180,34,65982,22431,2326,8383,6095,589,0,166750,46355,4115,18230,10162,1642,91,131302,27967,2283,12256,7522,1275,158
-> Honduran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,206317,17014,1679,25371,15691,3208,130,17,26,63,17,130,0,0,338,231,52,91,51,44,0,1515,849,161,862,1243,190,66,3441,3209,294,1893,2060,337,52,9198,8614,905,5591,5584,994,86,9792,9245,1352,6146,6877,930,44,7338,6852,608,3843,3920,787,11,3461,1608,168,1571,546,88,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,13,0,0,0,116,0,0,18,0,0,0,619,116,0,265,15,68,0,2608,1341,0,576,517,0,0,10008,5050,432,1978,1569,43,13,43530,18842,1721,6662,4972,194,0,96203,39066,2407,14396,8732,1146,37,112202,27731,1812,10869,8169,2024,90
-> Nicaraguan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,66306,13041,1817,20503,18617,3335,369,83,89,0,39,43,8,0,589,586,54,516,343,67,0,1319,1222,209,798,955,244,28,3040,4015,338,3387,3801,1060,87,10006,12296,1784,10970,16558,4133,406,4076,6441,883,4294,5182,965,95,3660,3974,494,3430,3953,661,50,1975,1057,32,792,1265,83,0
not_us_citizen,0,0,0,0,0,0,0,17,9,0,26,0,0,0,60,64,0,158,28,17,0,400,190,29,63,0,51,0,1096,517,95,573,295,120,0,7056,5651,432,2742,2441,433,15,5776,5471,460,1907,1658,160,34,9083,8164,445,4582,3884,645,104,8484,5305,481,2970,3129,579,76
-> Panamanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,26980,6906,1267,12913,11656,3983,251,100,106,0,112,98,15,31,221,327,76,780,537,394,93,727,1690,172,1686,1790,674,111,541,2532,199,2146,2984,996,23,565,2767,341,3076,4536,1357,12,770,2747,457,4374,4684,873,56,790,1325,104,1405,1712,649,25,942,372,3,338,305,63,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,49,18,0,124,336,19,174,116,0,28,156,374,16,226,61,51,0,436,1150,130,748,593,90,0,512,824,165,1086,612,208,18,1140,902,59,664,1114,466,85,1031,886,33,826,810,302,0
-> Salvadoran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,486682,69458,6298,93355,54584,7752,469,139,61,0,54,74,24,0,901,328,141,224,463,39,16,4357,1554,254,2073,1092,256,81,21862,10476,2033,6769,5339,1067,100,60686,36444,5794,21365,18763,4261,260,30627,22235,2719,13385,11515,1985,143,17992,15712,1431,9044,6229,1039,99,7550,2773,396,1877,1035,182,69
not_us_citizen,0,0,0,0,0,0,0,111,0,0,6,46,0,0,456,99,0,41,104,0,0,1552,359,19,297,241,0,0,9638,2730,71,1451,778,98,0,61649,17112,1231,6997,3109,375,21,110681,39659,3176,12352,6846,688,63,163176,74480,4703,27373,15832,1931,133,132555,39974,1801,15281,11345,1557,243
-> Central American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,8265,2142,86,2659,3124,444,84,3,0,0,6,0,0,0,35,18,0,62,15,65,0,158,169,6,87,224,38,0,392,254,49,244,303,98,27,807,483,92,356,818,199,0,402,377,37,335,268,126,12,295,263,67,47,112,0,0,151,65,0,38,60,33,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,13,0,0,0,244,152,0,46,33,0,0,811,166,95,232,41,0,0,1011,353,200,234,95,0,0,1677,726,82,298,91,0,0,1507,307,59,211,222,0,0
-> Argentinean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,36683,4551,881,9260,11441,5771,760,17,0,0,35,34,0,0,246,123,14,303,326,303,17,886,1271,198,1251,1647,610,120,1268,2041,188,1282,1393,814,194,953,1614,139,1303,2775,1207,209,571,1490,262,2253,3267,1719,583,1773,3013,405,2345,3266,1675,159,347,84,19,270,414,69,0
not_us_citizen,0,0,0,0,0,0,0,0,24,0,0,0,0,0,222,167,0,0,0,0,0,188,546,0,236,136,17,0,267,172,16,236,271,50,0,448,941,46,322,437,107,11,952,1751,141,1068,1149,300,110,5187,6737,320,3966,2897,983,336,3513,1414,76,1405,2991,1244,244
-> Bolivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,18214,1946,179,4709,5575,1448,300,0,36,0,47,29,0,0,15,0,0,92,115,55,0,123,159,14,391,261,294,36,327,587,212,842,1266,304,129,478,1539,299,1823,2509,876,90,391,1832,140,2471,2736,661,40,715,1714,113,2291,2157,519,65,490,223,22,372,293,152,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,19,0,0,41,0,0,252,270,0,78,69,8,16,256,634,0,442,238,215,0,755,1510,66,1055,879,95,0,2223,2567,104,2364,2811,781,62,2469,1420,78,1492,1726,624,27
-> Chilean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,20450,3500,446,7864,7724,2540,305,47,13,0,30,34,31,0,178,186,0,176,248,137,0,361,792,81,707,754,298,225,513,1507,145,1316,1804,779,262,633,2139,246,2194,2349,961,245,422,2190,198,1902,3578,822,91,789,1176,116,1278,1449,637,77,704,254,46,129,518,154,14
not_us_citizen,0,0,0,0,0,0,0,13,13,0,0,7,0,0,32,18,0,31,9,8,0,69,86,26,99,69,9,0,214,521,0,321,407,152,32,389,784,110,666,770,240,24,494,2271,56,1248,1433,311,41,957,2029,113,1850,2102,676,110,2894,978,65,1561,2483,1986,341
-> Colombian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,168431,28026,4156,50208,54329,17147,1325,118,66,21,64,157,11,0,505,775,90,1013,947,358,38,4844,6224,948,4777,6719,3156,210,6745,11499,2093,8812,10236,4276,513,9841,19874,2772,15193,21269,6535,613,8452,22086,1740,18355,32771,10443,975,13203,16483,1009,20448,37484,12977,637,5431,3281,130,3117,4428,1697,43
not_us_citizen,0,0,0,0,0,0,0,15,0,0,0,25,0,0,261,254,79,193,26,27,0,876,877,123,755,457,123,0,1157,1166,127,757,801,19,12,4682,6176,708,2149,2148,254,150,7690,12383,637,7180,8447,1353,188,11956,21437,1234,11941,17084,5435,730,27345,26039,1288,15899,27753,10583,724
-> Ecuadorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,130297,14598,1555,28991,29046,6738,486,162,0,0,197,72,24,0,343,684,5,425,525,114,28,3258,4327,564,2991,3171,890,109,5099,5049,1447,4964,5171,1449,60,6762,8451,1275,6926,7561,1595,217,7900,11900,1523,11026,12119,2618,195,6499,7720,519,8145,9597,2724,391,2986,1454,207,1689,1212,328,0
not_us_citizen,0,0,0,0,0,0,0,33,0,0,0,0,0,0,159,192,0,63,127,0,0,461,978,67,439,242,116,0,1236,1268,176,321,372,42,15,4198,3004,338,1687,713,93,13,17493,11832,835,5511,4009,469,66,27768,21044,1691,9545,8641,1087,183,19832,13794,706,7273,8049,2447,161
-> Paraguayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,2665,260,0,487,933,401,0,0,0,0,0,0,0,0,0,0,0,18,52,0,0,87,39,0,0,57,101,0,221,98,0,231,106,53,0,145,267,3,188,382,88,0,204,559,27,901,548,69,23,488,248,16,244,309,35,5,105,15,0,19,77,18,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,26,0,16,0,0,16,120,0,0,81,101,22,10,62,31,0,142,120,0,213,204,57,0,489,430,14,139,334,165,0,293,292,0,398,336,144,0
-> Peruvian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,105208,13690,1195,25106,27196,7247,656,15,117,21,16,0,26,0,434,240,16,443,495,96,52,1301,2801,151,2199,1707,688,63,1725,4033,601,4518,5269,1590,155,3876,12332,1114,11321,13591,4204,474,3355,13396,1370,13790,17934,5457,536,5301,9794,1289,13656,18574,5282,286,3146,1927,52,1907,1703,586,18
not_us_citizen,0,0,0,0,0,0,0,40,0,0,0,0,0,0,182,142,0,65,23,42,9,210,262,0,230,233,44,0,323,1021,6,710,503,129,15,1831,4116,210,1831,1655,369,108,3553,10184,583,6224,4927,579,68,8716,19216,847,14251,14168,2816,194,10485,12743,754,6557,7311,3003,306
-> Uruguayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,7313,803,153,1314,1914,516,174,0,0,0,0,0,0,17,8,0,0,9,12,0,0,261,208,109,226,362,45,47,591,623,72,185,412,56,9,480,620,95,299,532,262,16,96,257,61,302,469,171,28,561,1272,93,601,423,155,28,30,75,0,139,84,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,38,0,0,0,225,53,0,10,149,0,0,220,294,53,111,31,44,0,232,404,18,95,195,48,0,2033,2079,98,1521,983,163,132,586,482,0,222,347,142,15
-> Venezuelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,41378,2754,219,6307,8850,3179,291,0,80,0,0,19,74,16,114,43,25,47,40,23,91,113,203,40,428,496,205,14,270,346,82,510,1169,667,108,792,1473,154,1642,3944,1816,248,1017,3088,187,4632,9766,3047,372,3630,3348,105,4888,13574,4923,572,3758,1190,7,1184,3228,1565,35
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,97,0,50,105,7,0,110,72,0,263,422,96,43,407,777,107,256,1004,248,57,862,2097,254,2326,3272,497,34,2910,5337,267,3754,9021,2333,308,33318,14796,713,13669,44068,15782,1153
-> South American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,6187,1421,265,2695,3287,900,85,0,0,0,0,0,0,0,121,53,0,69,73,0,0,216,257,47,425,230,108,68,208,464,56,303,427,368,39,237,534,94,397,908,244,67,277,593,15,546,457,105,41,176,249,148,432,627,68,7,164,128,0,43,163,58,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,22,0,0,0,149,27,0,129,63,0,0,132,316,0,57,157,20,0,227,300,89,229,406,84,0,535,492,42,249,232,114,37,329,444,0,249,278,24,46
-> Latin American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,15537,3051,596,2946,2221,764,36,0,0,0,30,24,51,0,78,18,26,21,36,24,0,249,0,10,200,156,131,0,267,138,84,153,313,56,39,390,323,20,333,332,177,9,306,213,39,150,250,101,26,170,329,0,214,334,23,0,327,169,0,147,121,6,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,21,0,0,0,0,13,0,101,78,54,61,28,0,0,529,88,83,73,65,0,0,310,399,32,156,281,70,36,595,414,49,299,394,130,78
-> Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,17809,5202,698,6571,5333,1325,75,52,67,0,71,89,0,0,71,210,13,50,139,26,0,397,284,74,350,308,88,0,909,303,164,568,609,164,7,972,633,108,682,1233,172,0,493,859,201,728,779,463,37,887,410,134,595,1080,407,82,1160,669,30,537,399,119,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,29,29,0,0,0,185,44,13,19,41,0,0,798,226,38,190,49,22,0,1182,493,20,239,183,147,0,1203,966,167,637,574,240,0,1983,586,31,729,1518,818,26
-> Latino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,103098,29597,5055,31911,23622,6546,620,198,216,0,29,0,19,14,646,464,10,197,214,134,9,1508,709,317,497,645,438,55,2950,1724,636,1530,1683,695,100,4941,3114,1248,2575,3025,1024,272,3836,3168,947,2917,3343,1291,149,4458,3359,567,2065,3209,1289,257,2738,1237,244,823,1092,240,42
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,150,0,0,0,0,27,224,108,0,102,42,36,20,740,613,36,75,131,0,0,3092,1346,241,452,408,51,15,7075,3256,695,1931,944,130,19,10496,6437,639,3388,2321,593,40,8439,3662,352,2125,3573,1335,127
-> Puerto Rican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,1099212,415774,90850,418757,332677,78933,5392,12335,7810,909,2853,2564,1139,118,39962,23050,4961,13574,9403,3787,346,56878,29057,8565,17035,14292,3870,394,42172,29854,7932,18443,18694,5396,621,42550,43795,10175,33189,35650,11434,1315,42370,45091,9696,37410,37341,8760,1627,86078,52933,7594,42783,42458,9438,1041,132104,60607,7894,44934,57178,13054,1792
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,23,0,0,0,0,7,0,0,43,0,0,39,0,0,74,6,0,0,72,0,0,40,11,13,0,294,126,0,166,117,43,0,312,346,53,9,204,13,0,137,278,0,275,158,31,16
-> Cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,328840,77064,13572,108965,143006,49980,5142,1135,1254,54,253,333,284,70,5414,4899,335,3410,3715,1514,289,26227,28354,3453,25034,33541,14098,1778,17253,14988,1914,9034,14258,4727,509,23784,21172,2843,10692,16566,5012,517,23497,32860,2414,16092,31921,8010,740,31671,37443,3324,20577,38668,7510,1487,11931,8328,1091,5012,7500,2075,499
not_us_citizen,0,0,0,0,0,0,0,61,38,0,38,0,0,0,580,515,45,74,211,32,8,3836,3076,635,1170,1168,95,21,3474,2131,372,1014,727,325,12,13027,8333,820,2530,1961,529,51,14352,20335,1210,4878,6905,819,146,32256,50934,2033,11724,17076,2069,286,72269,78380,4671,24077,48226,11453,1070
-> Dominican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,400772,68690,11111,102995,84780,15375,922,394,233,28,48,110,135,30,1698,783,106,459,549,154,33,15325,6355,1735,4968,4535,1607,153,20041,12376,3304,9394,9987,2906,432,34955,28157,5411,21384,23572,6578,550,41295,37568,5643,34525,36826,7372,749,34052,29917,3290,29256,26529,4838,276,23940,9897,597,8884,6984,1137,99
not_us_citizen,0,0,0,0,0,0,0,163,77,0,0,0,0,0,529,217,0,40,94,0,0,2805,842,94,538,408,133,11,5417,2453,482,1287,951,263,39,18448,7120,1137,4199,2061,574,70,31557,19973,2028,8297,5303,673,275,51602,31923,1873,16843,10037,1841,133,106366,48989,2715,27839,22060,5695,480
-> Hispanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,1241384,428313,80077,418308,284282,65717,5445,1706,650,251,503,338,305,49,5619,3124,540,2339,2208,850,101,12032,6120,2189,6171,5955,2467,344,22730,11662,3711,10613,9670,2803,366,34673,19474,5597,17929,18717,5540,547,24770,20757,4535,16723,21546,5619,857,22524,15230,2099,12800,15594,5025,489,12823,4306,1077,3948,5198,1812,142
not_us_citizen,0,0,0,0,0,0,0,281,111,106,29,0,0,0,460,156,6,131,60,46,0,3282,1094,105,494,372,126,0,12572,3022,390,1629,1130,142,0,29704,10739,1788,5289,2358,792,32,61991,29206,3905,11819,7344,881,84,76581,37856,3197,15358,10151,2357,191,42849,14197,1537,7998,10602,3883,563
-> Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,473805,207601,41524,249666,217913,64161,6354,1110,1529,142,1400,1263,581,64,4686,4045,717,4151,3658,1709,386,9591,8784,2160,11311,14207,5934,1319,11046,8785,2110,9193,11085,4832,852,12327,11689,2684,13253,16871,7026,1546,12022,12170,1797,13652,17470,7100,1807,12935,10681,1400,9865,15224,5970,1079,11619,4340,437,4283,5640,2374,225
not_us_citizen,0,0,0,0,0,0,0,123,33,0,0,26,0,0,174,213,9,177,64,73,0,1395,980,117,858,248,115,11,3219,1171,236,1027,691,208,45,9396,3951,584,2842,2126,348,36,22543,13876,1945,6401,4525,1496,440,37958,17972,2200,7551,9467,4142,1258,28787,13552,1136,8781,17968,11616,2531
-> Spanish American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,21368,10464,2498,10167,7475,2098,204,19,42,0,65,0,15,0,18,17,0,30,75,0,0,0,92,52,36,104,25,0,30,57,13,161,376,126,0,76,24,31,96,143,70,0,99,56,0,100,194,16,0,284,16,25,68,142,38,0,169,12,25,35,0,50,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,18,0,0,0,0,0,0,11,0,0,0,0,0,0,0,29,10,29,37,0,0,112,21,0,11,28,0,0,25,18,0,0,9,0,59
-> Bahamian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,8185,2670,243,3355,4833,1538,214,0,0,0,11,0,0,0,148,34,0,62,53,79,0,127,70,0,80,95,5,0,289,338,52,340,548,198,8,160,561,61,489,769,251,53,276,580,154,645,682,405,49,373,253,15,251,550,195,54,30,131,0,42,94,14,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,38,0,45,10,0,0,181,184,0,93,128,16,14,225,226,44,243,336,54,0,281,683,91,282,373,227,0,428,614,65,222,562,111,47,1606,1197,104,929,1244,342,0
-> Barbadian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,6759,2533,378,4041,4207,1900,54,0,19,0,47,49,10,0,75,114,80,48,87,97,12,934,995,157,558,663,306,20,729,1311,729,1660,2186,756,53,739,1619,474,1068,1445,851,9,635,769,255,857,1216,671,68,307,289,157,284,681,351,138,79,101,37,156,182,0,18
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,116,147,0,226,0,0,0,339,246,151,138,54,54,0,291,524,191,569,153,94,0,236,392,214,156,375,92,21,144,176,35,133,206,262,28,174,180,0,96,528,240,12
-> Belizean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,10277,3157,260,4611,3787,926,62,19,0,0,0,0,0,0,43,89,12,23,90,40,0,213,550,74,384,362,56,0,628,601,76,1056,1025,274,61,647,1364,95,955,1238,419,44,304,562,86,762,1004,209,0,301,662,8,457,489,138,53,202,72,78,153,78,34,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,93,75,8,131,65,60,0,109,404,43,159,188,71,0,192,628,38,563,312,44,0,374,648,69,334,360,0,0,928,1067,0,370,738,16,32,625,803,138,472,639,30,0
-> Jamaican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,181193,34776,5050,66914,56797,19008,1839,232,296,29,171,60,151,11,896,892,168,677,889,445,76,5498,7141,1538,5777,8081,3110,338,9236,12990,2640,14373,20317,9043,1274,15552,25345,4339,21114,33570,14114,1234,13464,25456,4069,19664,28027,11352,1062,14216,22415,3362,17943,21569,6648,403,6204,5274,664,4798,4284,1027,74
not_us_citizen,0,0,0,0,0,0,0,75,32,0,0,31,0,0,230,94,0,46,59,22,0,806,1256,167,943,531,164,109,2271,3267,430,2554,1995,584,67,5168,8156,1357,3671,3984,892,191,6388,11010,1347,6558,5592,904,117,11324,17644,2415,9055,8850,2246,343,27937,27510,2419,13081,13384,3036,230
-> Dutch West Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,3868,3921,859,3792,2669,458,38,0,0,0,0,0,0,0,0,12,0,0,0,21,17,38,25,51,74,11,26,0,0,21,0,0,103,23,0,0,73,0,0,16,19,0,27,202,0,41,67,40,0,19,16,0,43,11,0,0,26,2,0,151,0,0,0
