,N/A (Born in the US),,,,,,,Before 1950,,,,,,,1950 - 1959,,,,,,,1960 - 1969,,,,,,,1970 - 1979,,,,,,,1980 - 1989,,,,,,,1990 - 1999,,,,,,,2000 - 2009,,,,,,,2010 or later,,,,,,
,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate
us_citizen,486230,108646,11501,196380,251312,55310,5018,473,761,125,764,590,418,24,1348,2402,287,3365,4518,1694,226,5396,9735,1478,13323,34253,9092,1295,13052,25180,2743,38405,103739,19167,1286,16485,39188,3532,59528,154553,26438,2727,13962,39980,3081,63743,153504,21176,2553,35023,34685,2142,55656,144780,19336,2746,17725,7952,665,11617,21860,2474,341
not_us_citizen,0,0,0,0,0,0,0,56,69,0,11,27,0,0,344,147,5,80,14,2,0,822,613,45,381,859,158,9,2781,2563,319,2089,2935,316,41,5365,7003,470,8112,10872,1349,171,7823,12579,684,12245,21233,2036,158,19703,22952,1024,25897,60950,8227,1634,47173,36133,914,39421,91867,9509,1137
-> Indonesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,13396,1546,400,3493,4204,1256,239,0,0,0,0,0,0,0,19,76,12,89,132,47,0,131,409,82,184,314,102,0,31,288,0,359,520,259,48,288,414,64,835,1436,892,104,596,1108,42,1217,3330,1372,78,538,1042,45,1043,2588,721,33,196,223,0,197,389,84,75
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,23,57,15,282,31,0,0,65,141,0,201,53,32,0,78,407,0,140,697,339,125,245,925,65,1315,1783,838,67,953,2073,19,1631,4164,1035,193,1975,2030,74,1987,2836,1573,108
-> Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,158474,84487,7666,118097,222056,72020,10169,137,701,7,343,389,160,61,2507,6511,480,4649,5838,2018,413,2965,6702,537,5646,7246,2692,520,1764,6781,198,4513,9637,3237,405,969,3750,231,2974,7598,3037,453,741,2757,137,3231,8270,2968,395,3556,1958,147,1992,3921,1308,387,4572,497,48,825,1186,257,45
not_us_citizen,0,0,0,0,0,0,0,41,30,0,0,15,30,0,341,571,0,193,347,89,0,601,1917,69,554,1079,183,110,1394,3510,85,1359,3226,762,308,604,3105,136,2184,8050,2436,754,384,4204,187,3909,18706,5644,1849,2482,5753,204,4801,21673,5737,2213,19177,8792,252,11087,39536,12504,3709
-> Okinawan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,1689,1673,164,2176,3942,987,128,0,30,0,0,0,0,0,47,53,22,151,46,46,0,184,96,40,384,11,38,0,120,158,14,193,294,48,0,45,0,0,29,48,0,0,46,55,0,73,136,37,0,11,18,0,18,37,0,0,24,10,0,0,0,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,45,4,20,0,0,0,0,56,71,20,21,0,12,0,31,10,0,0,27,0,0,0,33,0,27,36,0,0,0,13,0,6,49,0,0,0,26,0,18,167,0,0
-> Korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,244784,30729,3781,66845,110475,43723,6289,169,78,0,50,45,12,0,765,635,90,799,1355,995,335,4419,4815,299,4211,8336,5254,1454,18264,26838,2076,23354,58959,26213,3767,16174,40023,2264,33378,79798,29127,5027,7836,21644,1133,22081,57355,19026,5032,21018,11392,677,11629,32307,10777,2945,8417,2010,166,2125,5006,1255,194
not_us_citizen,0,0,0,0,0,0,0,0,77,0,0,36,0,0,70,118,15,29,38,11,0,441,143,20,320,258,64,65,2357,2330,102,1268,2415,709,214,4635,10180,149,3569,7246,1553,809,4303,12161,400,7371,17634,5444,2843,14458,19424,610,15855,49972,20029,8892,24754,11209,462,18989,44593,23895,9157
-> Laotian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,47763,13468,1864,14266,11683,1138,114,23,0,0,0,0,0,0,42,0,12,0,0,0,0,189,21,0,37,58,4,0,3778,3114,696,2693,4202,604,0,14249,10873,2084,7998,10089,1433,172,3311,2560,338,1642,1742,297,18,1662,1492,214,1177,622,42,0,541,349,17,160,292,0,17
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,34,0,0,0,0,0,989,780,129,377,38,0,0,4871,3675,1340,1557,972,80,0,1567,1375,167,326,214,70,0,2304,1003,140,205,462,0,0,1089,797,17,266,612,82,13
-> Hmong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,85027,19636,2347,25245,19719,2579,330,15,0,0,0,0,0,0,14,0,0,0,44,0,0,220,78,0,22,0,0,0,3536,1875,583,2054,3307,822,50,6611,3858,1217,3746,7469,1544,184,5680,3076,614,2871,4152,364,0,5890,2169,239,1652,864,389,14,383,490,78,194,282,43,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,415,389,124,384,284,42,0,1213,1252,227,1029,549,0,0,1494,1290,57,934,332,26,0,1837,812,65,322,262,51,0,921,385,49,183,65,40,36
-> Malaysian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,3335,359,12,745,1495,180,62,0,0,0,0,0,0,0,48,13,0,0,12,14,0,15,47,0,84,176,51,6,123,61,52,124,440,135,76,256,409,1,189,914,522,69,165,363,20,269,1110,470,32,306,301,51,248,523,268,31,10,105,11,111,99,72,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,0,56,0,29,0,0,75,32,19,0,162,258,10,105,398,139,19,265,450,21,86,775,227,31,443,192,40,268,1073,517,103,2031,782,115,2350,2028,1131,225
-> Thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,33489,6526,1034,10523,15172,5278,493,24,0,0,22,0,0,0,36,64,0,119,28,36,13,760,459,85,805,1725,879,37,5850,4605,610,4747,7483,2404,200,2077,2729,207,2676,6255,1740,383,2012,2515,380,2034,5672,2521,426,3182,3287,408,2205,7903,2677,168,2987,717,103,562,1325,552,67
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,27,0,0,81,38,13,108,122,67,0,1265,764,53,309,474,86,35,1248,885,198,513,673,352,89,969,957,232,569,1027,437,131,4898,2557,120,2008,5117,2444,408,8267,4272,219,3163,9675,3966,336
-> Taiwanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,41239,4355,222,7552,27715,17723,2816,0,92,0,0,0,0,0,62,13,0,60,74,128,121,627,608,83,614,1493,2849,1906,1708,2239,416,2052,9585,8854,2281,2470,5469,314,4053,20901,17262,3746,1290,2815,287,2853,15943,13056,2764,2591,1969,95,2151,9384,6886,1321,2351,477,152,496,1300,903,27
not_us_citizen,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,25,19,0,10,25,0,0,210,110,43,22,194,41,23,431,355,12,395,816,404,120,377,766,111,484,1624,1447,281,1189,1466,24,1007,3676,6054,3172,2988,2053,78,3192,10556,11464,1937
-> Vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,298097,37364,3586,77598,91446,22481,3922,116,59,0,48,65,0,30,187,171,69,52,102,136,0,1014,1553,164,857,1232,718,144,25541,19376,2381,23518,48049,17805,2949,48058,32778,4063,32373,61451,15160,3233,75845,58613,6165,42632,76068,16036,3269,42147,33057,2759,25327,33812,4640,796,14111,7317,525,5388,7651,770,173
not_us_citizen,0,0,0,0,0,0,0,96,0,0,0,0,0,0,111,0,0,0,60,0,0,377,99,0,31,47,0,46,3250,1775,328,1294,616,201,0,8002,2953,679,2708,1169,309,55,17432,7690,959,3107,2282,465,61,23907,13065,1024,5610,6382,2339,743,53271,35299,1866,21260,19914,4596,1132
-> Eurasian (2016 or earlier),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,1554,232,36,344,631,311,53,0,0,0,9,12,0,0,12,0,0,26,21,0,9,0,0,0,46,152,25,0,0,26,0,83,23,16,0,0,15,0,116,34,3,0,17,23,0,0,32,18,0,19,0,0,0,0,10,0,43,0,0,0,0,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,8,0,0,0,0,0,0,0,33,5,0,0,20,0,0,0,60,0,28,0,0,0,0,11,0
-> Asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,143056,22813,3860,42938,46069,14653,2946,81,143,0,61,110,24,52,147,194,40,207,366,207,273,942,1083,80,1110,3600,1508,378,3619,3691,359,4423,12055,5333,795,5955,8057,853,8035,21731,7034,1961,7962,8448,999,10338,29043,11397,2419,16346,9273,1211,10749,28713,9679,1619,6792,1989,136,3135,5887,1701,167
not_us_citizen,0,0,0,0,0,0,0,13,0,0,0,0,0,0,17,0,0,0,28,0,0,118,77,0,146,68,10,12,469,607,14,435,585,95,138,1671,1125,159,751,1594,492,80,2560,2356,290,2163,4730,1905,448,9591,5259,345,4814,15054,10432,3049,31469,12592,1244,12805,37246,23269,3166
-> Other Asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,4292,1009,55,1243,1781,909,49,0,0,0,17,0,0,0,0,29,0,113,61,33,0,31,43,0,109,173,72,0,130,100,0,106,333,84,78,234,239,0,285,621,376,221,360,268,134,364,1074,306,0,581,338,44,167,461,126,26,285,199,0,361,61,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,0,77,0,0,138,274,0,0,97,56,28,99,54,35,30,407,145,0,312,280,0,248,636,491,86,601,694,69,811,1216,582,62
-> Australian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,11617,3882,606,4606,6146,2591,490,60,236,36,141,87,30,41,45,138,0,57,170,57,19,36,112,22,134,319,227,19,60,147,67,172,529,373,202,14,118,7,189,687,438,210,172,370,78,531,965,435,216,857,185,33,650,1025,456,211,1071,72,28,229,350,143,0
not_us_citizen,0,0,0,0,0,0,0,39,45,0,26,0,0,0,0,0,0,11,0,0,0,30,73,0,78,21,15,149,82,87,2,199,219,75,56,57,316,84,203,310,107,24,189,376,92,532,805,304,91,892,783,61,916,1997,755,314,3454,1271,171,2203,5439,2991,461
-> New Zealander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,2352,393,170,578,1086,428,120,0,36,0,0,0,20,0,0,28,20,0,39,22,0,11,35,0,64,168,16,35,76,52,0,53,141,44,0,29,130,49,7,234,193,85,14,40,35,180,551,264,62,134,48,0,283,287,62,15,230,20,10,48,31,0,21
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,0,0,0,24,0,0,0,38,0,0,0,48,0,111,51,53,0,0,219,0,150,174,14,32,44,302,24,146,346,105,14,155,108,27,141,245,75,22,518,205,46,505,1004,785,67
-> Polynesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,3193,1385,280,1701,1606,296,97,0,0,0,0,0,0,0,0,11,7,0,0,0,0,7,0,14,197,125,28,0,26,129,15,299,129,89,0,12,51,0,129,127,0,0,37,105,0,100,97,70,0,499,113,0,85,382,67,0,90,91,8,5,59,7,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,45,0,9,0,12,96,0,51,107,0,0,57,80,0,37,48,0,0,68,52,40,46,79,14,0,128,26,0,19,59,82,0
-> Hawaiian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,113159,88012,10179,68024,54656,11935,1050,0,0,0,0,0,0,0,11,25,0,12,107,8,0,0,192,9,245,285,0,0,60,98,66,155,319,4,0,5,62,7,150,189,0,0,5,94,0,237,170,0,0,198,229,0,153,89,0,0,97,12,0,0,72,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,88,0,0,0,40,0,18,0,0,17,0
-> Samoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,36556,14740,2379,14778,7044,864,73,0,118,23,0,33,0,0,25,278,84,116,61,11,0,348,842,0,872,252,23,0,684,1501,169,1172,988,199,0,558,1729,28,765,590,378,53,868,1625,140,1504,1055,70,0,929,2435,137,1622,1094,65,0,885,1521,112,918,407,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,110,289,0,0,29,0,0,117,347,14,281,157,0,0,156,545,127,329,108,103,0,135,320,58,259,258,48,0,117,1108,31,171,244,52,0,475,827,0,511,296,89,0
-> Tongan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,15160,3591,293,4331,2415,362,34,0,0,0,0,0,0,0,0,38,0,0,44,0,0,10,192,0,31,33,58,0,273,812,74,492,262,40,31,373,1240,82,645,324,67,0,126,490,0,438,202,77,5,378,534,74,404,317,58,7,278,205,0,59,69,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,60,0,14,0,0,0,189,278,0,308,167,0,0,421,283,110,117,274,14,0,132,1099,21,648,452,0,35,158,530,78,342,210,14,0,311,345,11,590,67,84,0
-> Micronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,8732,567,22,204,401,127,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,50,0,0,2,0,0,59,0,0,0,2,63,6,43,6,0,0,68,388,37,226,93,0,0,742,295,3,364,179,0,0,245,578,0,382,94,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,24,12,0,0,44,150,0,195,206,0,0,425,1135,0,1311,181,24,0,3318,2548,201,2061,429,50,18,2237,1270,0,1224,521,0,0
-> Guamanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,9354,4291,653,4855,2872,492,56,67,17,0,44,0,18,0,32,147,55,353,126,0,0,200,646,17,663,208,57,0,264,748,54,933,427,257,0,445,530,190,890,790,198,0,519,1258,172,967,946,78,0,903,2104,162,876,324,72,0,1148,858,49,382,258,37,11
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,117,41,0,0,0,0,0,60,85,0,0,0,0,0
-> Chamorro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,4971,1584,155,2513,2149,516,113,14,0,0,41,0,0,0,6,123,0,93,81,25,0,158,271,68,488,318,42,0,289,495,87,426,447,114,0,82,677,61,687,378,88,18,118,795,80,553,767,159,0,1227,1438,198,1423,1373,222,17,1521,1112,112,1132,735,104,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,7,0,0,0
-> Palauan (2017 or later),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,950,53,0,352,208,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,16,69,0,15,101,15,0,0,16,168,3,60,0,0,0,20,0,146,198,14,0,7,178,0,101,22,37,0,35,19,0,53,90,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0,62,222,0,0,0,100,0,30,58,0,0,20,44,0,29,29,0,0,101,248,0,326,118,0,0,313,332,10,168,115,0,0
-> Marshallese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,8948,903,0,332,62,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,12,0,0,0,0,0,0,14,0,0,11,0,0,0,229,566,0,94,36,0,0,553,346,0,71,0,0,0,567,136,0,0,100,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,73,0,0,0,254,169,0,92,65,0,0,889,1197,105,647,195,0,0,2245,2034,105,968,88,0,0,4575,1786,260,1074,774,0,0
-> Fijian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,4578,634,29,1454,1301,87,0,0,0,0,0,4,0,0,0,0,0,0,25,0,0,84,87,0,108,89,0,0,348,415,16,234,416,96,0,653,1211,112,465,632,60,0,629,489,185,766,1268,79,72,490,1131,125,1093,1167,108,11,217,139,38,26,192,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,46,0,23,0,0,0,119,194,47,75,28,11,0,165,504,42,395,248,11,0,473,277,63,520,516,58,8,1263,1195,142,709,362,177,0
-> Pacific Islander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,13543,4570,747,6830,6842,952,159,0,0,3,0,58,10,0,0,27,0,24,28,0,8,16,96,12,257,161,63,13,114,611,6,254,660,257,153,143,424,64,506,584,238,0,201,660,78,682,667,135,28,513,496,240,575,559,21,0,587,175,0,519,454,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,17,9,0,8,0,26,0,0,94,22,21,8,13,276,1,289,83,0,20,88,168,26,227,108,0,0,370,529,37,297,337,15,0,577,347,13,225,260,68,9
-> Other Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,4601,618,158,1157,630,142,54,0,24,0,0,0,0,0,26,39,0,0,0,0,0,13,0,0,37,31,0,0,0,58,27,73,82,0,0,111,195,0,39,61,68,0,134,109,0,186,181,24,0,706,342,6,491,178,23,0,608,310,38,206,74,8,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,39,0,0,0,0,0,0,0,0,0,14,12,74,0,19,27,0,0,81,54,0,168,99,0,0,275,320,0,164,158,0,0,1063,845,122,521,698,0,14,1127,511,22,881,194,0,15
-> Afro American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,138398,86473,11906,79703,48970,13897,1128,0,0,0,0,8,15,0,0,20,0,15,33,0,0,48,28,0,50,85,8,0,206,206,0,166,53,57,0,39,540,176,256,425,195,0,29,388,31,319,240,0,0,379,142,0,232,195,28,0,297,17,28,4,58,52,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,50,29,0,0,11,0,19,100,50,98,0,0,0,120,42,5,39,0,0,0,53,0,16,19,98,47,13,270,0,0,75,31,0,0
-> Afro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,5603,2092,255,2657,2079,795,92,0,11,0,0,0,0,0,0,13,0,24,65,41,15,0,19,36,80,133,48,50,85,12,0,189,300,191,36,128,193,51,13,463,263,18,118,91,64,267,600,302,53,218,58,9,199,448,298,73,23,47,0,50,143,13,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,11,0,0,29,99,0,35,43,0,0,7,47,34,53,47,21,0,11,85,0,57,141,69,0,152,58,20,97,136,135,0,182,80,57,32,211,229,17
-> African American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,8749295,5141361,795906,5050550,3552927,1124498,101951,60,214,8,309,226,72,0,401,1030,136,1326,1663,901,117,1246,2681,623,5039,6038,2719,338,2031,5071,878,7563,8684,5113,743,3710,9495,1769,12225,18221,6719,690,3786,11988,2122,20442,21820,5921,957,18525,11845,2391,14081,17774,5417,339,14713,4614,518,4945,5002,1284,97
not_us_citizen,0,0,0,0,0,0,0,0,9,0,0,0,0,0,23,70,0,98,0,57,0,206,196,43,101,100,22,12,275,1065,19,605,475,34,52,626,1194,298,1428,663,492,23,1301,3081,662,1965,2395,376,15,5057,4486,694,4732,4850,1606,121,14121,8733,1013,7985,9012,2114,136
-> Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,1258972,720133,111037,675658,457239,132203,12036,18,23,0,0,25,23,84,220,361,41,255,517,254,0,780,1157,187,1468,1760,775,64,981,2132,470,2695,4146,1114,135,2465,3588,1314,3850,5794,2353,142,1638,2837,672,3240,6653,2298,200,3466,3988,652,2870,4139,1736,69,3441,1674,131,1036,1149,356,24
not_us_citizen,0,0,0,0,0,0,0,22,0,0,0,0,0,0,13,0,0,20,14,0,0,40,75,12,53,43,0,26,269,369,153,284,324,88,46,430,531,141,630,427,154,47,906,1399,146,833,898,345,21,1817,1415,354,1356,1443,663,23,5339,2993,427,2493,3874,1293,201
-> Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,5866,6498,1212,6355,4156,1109,215,51,0,0,2,0,0,0,0,0,0,12,0,0,0,13,10,0,0,25,0,0,17,17,0,22,50,38,0,34,67,21,41,0,0,0,23,22,0,31,29,0,0,0,14,0,0,11,0,0,0,0,12,0,0,0,9
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,50,16,0,0,0,0,14,87,0,0,67,15,20,0
-> Creole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,12371,5907,1109,10152,7870,1823,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,17,8,38,0,9,0,0,3,16,15,16,38,0,24,60,0,62,66,63,0,85,45,0,0,18,0,0,112,14,0,0,0,0,0,20,67,0,0,0,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,11,0,0,0,20,5,0,0,40,0,0,0,0,0,0,0,0,0,32,74,0,60,164,0,0,53,34,0,0,43,0,0
-> Central American Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,5828,737,591,2088,985,198,80,0,0,0,0,0,0,0,44,0,14,54,58,32,12,132,76,41,211,87,70,0,273,168,27,335,311,64,5,591,258,216,406,943,82,0,559,510,179,738,439,124,0,3412,109,27,344,409,60,18,80,30,0,0,12,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,4,0,0,0,0,205,48,0,42,10,0,0,584,89,32,197,134,0,20,1013,423,76,285,204,26,0,1912,630,28,429,278,11,0,2535,484,0,332,307,29,0
-> South American Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,1708,318,85,351,336,332,0,0,23,0,0,0,0,0,0,0,0,49,0,0,0,63,66,10,68,153,56,19,51,41,51,30,188,89,4,231,216,51,508,346,131,0,142,116,34,176,426,120,0,372,73,16,470,207,97,0,21,50,0,113,18,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,33,0,14,24,0,0,0,0,0,46,25,0,133,24,0,0,148,68,30,13,18,0,14,263,122,44,92,376,113,13,638,184,53,123,488,395,112
-> Native American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,648598,358570,96145,426981,309157,72002,8072,126,24,27,138,65,5,0,132,377,66,395,432,97,49,240,482,85,875,588,359,59,283,742,349,795,763,228,0,258,390,24,1092,1291,218,10,205,674,136,720,881,270,107,1174,204,57,592,485,39,0,757,60,24,135,86,6,0
not_us_citizen,0,0,0,0,0,0,0,58,12,0,0,0,0,0,15,33,11,0,22,0,0,20,3,8,57,22,23,0,41,33,44,28,20,33,16,118,37,13,178,67,89,0,106,65,55,250,94,20,7,275,279,31,462,191,20,0,259,276,40,117,417,79,37
-> Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,238150,151315,42830,122745,75619,12915,1780,11,32,0,0,0,0,0,16,48,35,0,0,0,0,63,61,41,86,24,0,0,128,92,7,89,222,53,7,116,47,21,66,193,44,0,142,58,23,103,64,50,0,168,0,67,32,137,135,0,80,115,0,80,11,18,0
